loan_id,cust_id,loan_amount,loan_term,loan_type,overdue_days,issue_date,is_default
L000468,C000425,4880000,36,经营贷,60,2023-10-12,1
L000469,C000790,710000,12,消费贷,0,2023-10-12,0
L000470,C000408,4800000,48,经营贷,0,2023-10-13,0
L000471,C000113,480000,48,消费贷,0,2023-10-14,0
L000472,C000997,190000,36,消费贷,3,2023-10-14,0
L000473,C000428,2620000,36,装修贷,0,2023-10-15,0
L000474,C000001,840000,12,经营贷,0,2023-10-15,0
L000475,C000266,1550000,24,消费贷,0,2023-10-16,0
L000476,C000491,530000,24,消费贷,0,2023-10-17,0
L000477,C000208,1070000,36,经营贷,3,2023-10-17,0
L000478,C000622,3570000,24,消费贷,0,2023-10-18,0
L000479,C000712,3040000,24,消费贷,30,2023-10-19,1
L000480,C000952,1350000,24,消费贷,0,2023-10-19,0
L000481,C000369,4430000,24,消费贷,10,2023-10-20,0
L000482,C000985,690000,36,经营贷,10,2023-10-20,0
L000483,C000306,110000,24,消费贷,0,2023-10-21,0
L000484,C000012,1430000,24,经营贷,0,2023-10-22,0
L000485,C000345,1920000,12,消费贷,3,2023-10-22,0
L000486,C000465,3870000,36,经营贷,0,2023-10-23,0
L000487,C000700,3780000,48,装修贷,10,2023-10-23,0
L000488,C000666,690000,48,经营贷,3,2023-10-24,0
L000489,C000494,230000,12,装修贷,10,2023-10-25,0
L000490,C000368,1810000,12,装修贷,0,2023-10-25,0
L000491,C000846,2930000,36,消费贷,0,2023-10-26,0
L000492,C000937,90000,48,经营贷,0,2023-10-26,0
L000493,C000420,2710000,24,装修贷,0,2023-10-27,0
L000494,C000889,3870000,12,消费贷,3,2023-10-28,0
L000495,C000791,930000,48,消费贷,10,2023-10-28,0
L000496,C000171,4540000,36,装修贷,0,2023-10-29,0
L000497,C000134,170000,24,经营贷,3,2023-10-29,0
L000498,C000965,1540000,36,消费贷,0,2023-10-30,0
L000499,C000427,4050000,12,消费贷,0,2023-10-31,0
L000500,C000025,3280000,48,经营贷,60,2023-10-31,1
L000501,C000530,1490000,48,经营贷,90,2023-11-01,1
L000502,C000190,3770000,48,经营贷,0,2023-11-02,0
L000503,C000141,2670000,48,经营贷,30,2023-11-02,1
L000504,C000555,4220000,24,经营贷,0,2023-11-03,0
L000505,C000846,3280000,24,经营贷,0,2023-11-03,0
L000506,C000796,1060000,36,经营贷,0,2023-11-04,0
L000507,C000658,4720000,24,经营贷,30,2023-11-05,1
L000508,C000315,3810000,12,经营贷,0,2023-11-05,0
L000509,C000444,350000,12,消费贷,0,2023-11-06,0
L000510,C000319,1190000,48,消费贷,0,2023-11-06,0
L000511,C000441,140000,12,装修贷,3,2023-11-07,0
L000512,C000092,140000,36,消费贷,0,2023-11-08,0
L000513,C000179,2660000,24,消费贷,0,2023-11-08,0
L000514,C000056,1400000,24,消费贷,0,2023-11-09,0
L000515,C000155,2940000,24,装修贷,0,2023-11-09,0
L000516,C000672,3640000,12,消费贷,3,2023-11-10,0
L000517,C000111,1190000,24,消费贷,0,2023-11-11,0
L000518,C000137,2380000,48,消费贷,3,2023-11-11,0
L000519,C000232,340000,48,经营贷,0,2023-11-12,0
L000520,C000992,1690000,48,消费贷,30,2023-11-12,1
L000521,C000468,100000,12,消费贷,0,2023-11-13,0
L000522,C000732,1220000,24,消费贷,0,2023-11-14,0
L000523,C000481,4010000,12,装修贷,0,2023-11-14,0
L000524,C000068,1450000,24,消费贷,10,2023-11-15,0
L000525,C000814,4510000,36,消费贷,30,2023-11-16,1
L000526,C000249,4460000,36,经营贷,0,2023-11-16,0
L000527,C000994,2230000,12,装修贷,3,2023-11-17,0
L000528,C000323,3710000,48,经营贷,0,2023-11-17,0
L000529,C000922,2570000,12,装修贷,0,2023-11-18,0
L000530,C000904,2680000,48,装修贷,0,2023-11-19,0
L000531,C000518,3590000,24,消费贷,0,2023-11-19,0
L000532,C000976,40000,48,经营贷,3,2023-11-20,0
L000533,C000792,4260000,48,消费贷,0,2023-11-20,0
L000534,C000432,3970000,24,经营贷,0,2023-11-21,0
L000535,C000487,3540000,36,消费贷,0,2023-11-22,0
L000536,C000606,1060000,24,消费贷,0,2023-11-22,0
L000537,C000429,850000,12,装修贷,0,2023-11-23,0
L000538,C000269,2140000,12,消费贷,0,2023-11-23,0
L000539,C000709,1210000,12,装修贷,0,2023-11-24,0
L000540,C000537,1320000,12,消费贷,0,2023-11-25,0
L000541,C000148,3380000,12,消费贷,0,2023-11-25,0
L000542,C000118,1970000,36,装修贷,0,2023-11-26,0
L000543,C000850,190000,36,经营贷,0,2023-11-26,0
L000544,C000367,1300000,48,经营贷,0,2023-11-27,0
L000545,C000850,120000,12,消费贷,0,2023-11-28,0
L000546,C000066,810000,24,经营贷,0,2023-11-28,0
L000547,C000970,3300000,12,经营贷,0,2023-11-29,0
L000548,C000813,3540000,36,经营贷,0,2023-11-30,0
L000549,C000370,2620000,12,消费贷,0,2023-11-30,0
L000550,C000175,3920000,36,装修贷,0,2023-12-01,0
L000551,C000831,1250000,48,经营贷,0,2023-12-01,0
L000552,C000588,3070000,48,装修贷,30,2023-12-02,1
L000553,C000495,2670000,48,经营贷,0,2023-12-03,0
L000554,C000973,4470000,36,经营贷,0,2023-12-03,0
L000555,C000114,4410000,12,消费贷,3,2023-12-04,0
L000556,C000111,3830000,12,消费贷,0,2023-12-04,0
L000557,C000761,1400000,24,装修贷,10,2023-12-05,0
L000558,C000439,3290000,36,消费贷,0,2023-12-06,0
L000559,C000715,20000,24,消费贷,60,2023-12-06,1
L000560,C000147,80000,48,消费贷,0,2023-12-07,0
L000561,C000035,2500000,12,消费贷,0,2023-12-07,0
L000562,C000999,1390000,36,装修贷,10,2023-12-08,0
L000563,C000309,1240000,24,装修贷,0,2023-12-09,0
L000564,C000538,3090000,24,消费贷,0,2023-12-09,0
L000565,C000750,2280000,24,消费贷,3,2023-12-10,0
L000566,C000014,100000,12,经营贷,0,2023-12-10,0
L000567,C000374,4690000,12,经营贷,0,2023-12-11,0
L000568,C000557,2120000,12,装修贷,0,2023-12-12,0
L000569,C000428,1120000,36,经营贷,0,2023-12-12,0
L000570,C000728,80000,12,消费贷,10,2023-12-13,0
L000571,C000233,2920000,36,经营贷,90,2023-12-14,1
L000572,C000705,4770000,24,装修贷,0,2023-12-14,0
L000573,C000563,3620000,24,经营贷,0,2023-12-15,0
L000574,C000939,4600000,48,经营贷,0,2023-12-15,0
L000575,C000887,2530000,12,消费贷,0,2023-12-16,0
L000576,C000726,140000,24,经营贷,30,2023-12-17,1
L000577,C000663,2400000,12,经营贷,0,2023-12-17,0
L000578,C000440,4380000,36,消费贷,0,2023-12-18,0
L000579,C000502,2420000,24,消费贷,10,2023-12-18,0
L000580,C000275,4690000,12,消费贷,30,2023-12-19,1
L000581,C000850,3420000,24,消费贷,0,2023-12-20,0
L000582,C000076,1490000,24,消费贷,0,2023-12-20,0
L000583,C000439,2360000,12,消费贷,0,2023-12-21,0
L000584,C000732,3060000,24,经营贷,60,2023-12-21,1
L000585,C000860,4780000,24,消费贷,0,2023-12-22,0
L000586,C000956,1670000,24,消费贷,0,2023-12-23,0
L000587,C000699,200000,24,装修贷,0,2023-12-23,0
L000588,C000289,2160000,36,经营贷,0,2023-12-24,0
L000589,C000915,3430000,24,经营贷,0,2023-12-24,0
L000590,C000540,1350000,48,消费贷,30,2023-12-25,1
L000591,C000891,3930000,24,经营贷,10,2023-12-26,0
L000592,C000692,1290000,12,消费贷,90,2023-12-26,1
L000593,C000253,4100000,48,装修贷,0,2023-12-27,0
L000594,C000126,4220000,36,消费贷,3,2023-12-28,0
L000595,C000177,2940000,48,经营贷,10,2023-12-28,0
L000596,C000037,2460000,48,消费贷,0,2023-12-29,0
L000597,C000410,1890000,48,经营贷,0,2023-12-29,0
L000598,C000611,440000,12,经营贷,0,2023-12-30,0
L000599,C000610,860000,12,消费贷,10,2023-12-31,0
L000600,C000127,440000,12,消费贷,0,2023-12-31,0
L000601,C000483,3300000,36,经营贷,30,2024-01-01,1
L000602,C000168,3750000,12,装修贷,0,2024-01-01,0
L000603,C000592,4460000,12,装修贷,3,2024-01-02,0
L000604,C000294,3780000,48,消费贷,0,2024-01-03,0
L000605,C000845,3900000,12,消费贷,3,2024-01-03,0
L000606,C000638,1450000,24,装修贷,0,2024-01-04,0
L000607,C000343,510000,12,经营贷,30,2024-01-04,1
L000608,C000310,2420000,36,经营贷,0,2024-01-05,0
L000609,C000662,2940000,36,装修贷,0,2024-01-06,0
L000610,C000528,4080000,24,装修贷,0,2024-01-06,0
L000611,C000540,510000,36,经营贷,0,2024-01-07,0
L000612,C000419,2660000,36,消费贷,0,2024-01-08,0
L000613,C000444,1200000,48,消费贷,0,2024-01-08,0
L000614,C000685,2000000,24,经营贷,10,2024-01-09,0
L000615,C000558,4050000,48,消费贷,0,2024-01-09,0
L000616,C000840,2480000,48,消费贷,0,2024-01-10,0
L000617,C000236,700000,12,消费贷,0,2024-01-11,0
L000618,C000439,3410000,24,消费贷,0,2024-01-11,0
L000619,C000214,570000,12,经营贷,60,2024-01-12,1
L000620,C000085,3820000,12,经营贷,0,2024-01-12,0
L000621,C000794,390000,48,消费贷,30,2024-01-13,1
L000622,C000744,4720000,36,消费贷,0,2024-01-14,0
L000623,C000085,2890000,24,装修贷,0,2024-01-14,0
L000624,C000921,4430000,36,消费贷,10,2024-01-15,0
L000625,C000489,180000,48,经营贷,0,2024-01-15,0
L000626,C000065,4400000,48,装修贷,0,2024-01-16,0
L000627,C000646,2200000,48,消费贷,0,2024-01-17,0
L000628,C000663,3130000,48,经营贷,10,2024-01-17,0
L000629,C000627,2440000,48,装修贷,0,2024-01-18,0
L000630,C000064,3520000,48,消费贷,0,2024-01-18,0
L000631,C000343,4600000,36,经营贷,0,2024-01-19,0
L000632,C000939,3040000,12,消费贷,0,2024-01-20,0
L000633,C000875,2980000,36,消费贷,90,2024-01-20,1
L000634,C000919,2830000,24,装修贷,0,2024-01-21,0
L000635,C000352,740000,36,装修贷,0,2024-01-22,0
L000636,C000158,1100000,48,经营贷,10,2024-01-22,0
L000637,C000589,1800000,36,消费贷,0,2024-01-23,0
L000638,C000491,4260000,12,消费贷,0,2024-01-23,0
L000639,C000658,320000,24,经营贷,0,2024-01-24,0
L000640,C000855,2340000,36,消费贷,0,2024-01-25,0
L000641,C000463,2820000,12,经营贷,0,2024-01-25,0
L000642,C000225,250000,36,经营贷,0,2024-01-26,0
L000643,C000917,3310000,24,经营贷,0,2024-01-26,0
L000644,C000313,2790000,36,经营贷,0,2024-01-27,0
L000645,C000615,2260000,48,消费贷,0,2024-01-28,0
L000646,C000919,570000,36,消费贷,0,2024-01-28,0
L000647,C000859,1800000,12,消费贷,0,2024-01-29,0
L000648,C000813,2320000,36,经营贷,60,2024-01-29,1
L000649,C000940,3820000,12,经营贷,0,2024-01-30,0
L000650,C000466,3430000,24,经营贷,3,2024-01-31,0
L000651,C000088,4770000,36,经营贷,0,2024-01-31,0
L000652,C000883,2870000,24,装修贷,10,2024-02-01,0
L000653,C000303,640000,24,消费贷,30,2024-02-01,1
L000654,C000680,4550000,36,消费贷,0,2024-02-02,0
L000655,C000435,2320000,12,消费贷,0,2024-02-03,0
L000656,C000682,2890000,24,经营贷,0,2024-02-03,0
L000657,C000135,2130000,24,消费贷,0,2024-02-04,0
L000658,C000050,2580000,36,装修贷,0,2024-02-05,0
L000659,C000432,180000,36,经营贷,10,2024-02-05,0
L000660,C000340,1750000,36,装修贷,0,2024-02-06,0
L000661,C000347,4170000,36,装修贷,0,2024-02-06,0
L000662,C000646,2290000,36,消费贷,0,2024-02-07,0
L000663,C000347,2260000,48,消费贷,0,2024-02-08,0
L000664,C000649,840000,36,经营贷,30,2024-02-08,1
L000665,C000245,2910000,12,消费贷,10,2024-02-09,0
L000666,C000109,4350000,24,消费贷,0,2024-02-09,0
L000667,C000825,3700000,12,经营贷,0,2024-02-10,0
L000668,C000799,2460000,12,消费贷,0,2024-02-11,0
L000669,C000533,4020000,48,经营贷,3,2024-02-11,0
L000670,C000090,1100000,36,经营贷,0,2024-02-12,0
L000671,C000296,2540000,24,消费贷,0,2024-02-12,0
L000672,C000112,880000,12,消费贷,10,2024-02-13,0
L000673,C000813,720000,36,消费贷,0,2024-02-14,0
L000674,C000589,3810000,36,经营贷,10,2024-02-14,0
L000675,C000177,300000,48,消费贷,0,2024-02-15,0
L000676,C000343,1720000,48,装修贷,30,2024-02-15,1
L000677,C000660,3090000,48,消费贷,0,2024-02-16,0
L000678,C000101,3940000,24,消费贷,0,2024-02-17,0
L000679,C000758,3430000,12,消费贷,0,2024-02-17,0
L000680,C000629,4360000,48,消费贷,10,2024-02-18,0
L000681,C000604,1770000,48,消费贷,0,2024-02-19,0
L000682,C000401,1390000,48,经营贷,0,2024-02-19,0
L000683,C000028,1940000,12,经营贷,0,2024-02-20,0
L000684,C000937,1860000,12,消费贷,0,2024-02-20,0
L000685,C000962,2180000,48,消费贷,0,2024-02-21,0
L000686,C000537,1640000,48,经营贷,30,2024-02-22,1
L000687,C000058,1610000,36,经营贷,0,2024-02-22,0
L000688,C000498,4310000,48,消费贷,0,2024-02-23,0
L000689,C000297,130000,24,装修贷,0,2024-02-23,0
L000690,C000134,2960000,24,消费贷,0,2024-02-24,0
L000691,C000331,890000,48,经营贷,0,2024-02-25,0
L000692,C000249,3240000,12,消费贷,0,2024-02-25,0
L000693,C000550,420000,36,消费贷,0,2024-02-26,0
L000694,C000902,4030000,12,装修贷,0,2024-02-26,0
L000695,C000941,2100000,48,消费贷,90,2024-02-27,1
L000696,C000075,2290000,24,经营贷,0,2024-02-28,0
L000697,C000654,3500000,36,消费贷,0,2024-02-28,0
L000698,C000834,2750000,12,经营贷,3,2024-02-29,0
L000699,C000168,4420000,12,装修贷,3,2024-02-29,0
L000700,C000771,2790000,48,消费贷,0,2024-03-01,0
L000701,C000503,2510000,36,装修贷,0,2024-03-02,0
L000702,C000885,3100000,24,经营贷,10,2024-03-02,0
L000703,C000355,2080000,48,经营贷,0,2024-03-03,0
L000704,C000225,3210000,36,经营贷,0,2024-03-04,0
L000705,C000664,1400000,12,装修贷,0,2024-03-04,0
L000706,C000531,2800000,48,消费贷,0,2024-03-05,0
L000707,C000146,340000,12,消费贷,0,2024-03-05,0
L000708,C000960,3090000,12,装修贷,3,2024-03-06,0
L000709,C000241,3920000,48,经营贷,0,2024-03-07,0
L000710,C000884,180000,48,消费贷,0,2024-03-07,0
L000711,C000893,570000,48,经营贷,0,2024-03-08,0
L000712,C000344,1120000,48,经营贷,0,2024-03-08,0
L000713,C000749,50000,48,消费贷,3,2024-03-09,0
L000714,C000035,4100000,12,消费贷,0,2024-03-10,0
L000715,C000702,4140000,24,经营贷,60,2024-03-10,1
L000716,C000001,1820000,24,消费贷,0,2024-03-11,0
L000717,C000996,130000,48,经营贷,0,2024-03-11,0
L000718,C000153,3390000,12,装修贷,10,2024-03-12,0
L000719,C000429,2850000,24,消费贷,0,2024-03-13,0
L000720,C000945,2590000,24,消费贷,0,2024-03-13,0
L000721,C000508,900000,24,消费贷,3,2024-03-14,0
L000722,C000126,1040000,12,消费贷,0,2024-03-14,0
L000723,C000491,3790000,48,经营贷,30,2024-03-15,1
L000724,C000482,1860000,48,消费贷,90,2024-03-16,1
L000725,C000345,2500000,48,经营贷,0,2024-03-16,0
L000726,C000912,2550000,36,消费贷,0,2024-03-17,0
L000727,C000738,760000,36,消费贷,0,2024-03-18,0
L000728,C000221,3860000,36,消费贷,0,2024-03-18,0
L000729,C000915,4590000,12,消费贷,3,2024-03-19,0
L000730,C000919,1080000,24,消费贷,3,2024-03-19,0
L000731,C000723,1560000,24,消费贷,0,2024-03-20,0
L000732,C000025,820000,12,装修贷,0,2024-03-21,0
L000733,C000528,770000,12,经营贷,0,2024-03-21,0
L000734,C000182,4850000,48,消费贷,0,2024-03-22,0
L000735,C000499,4700000,48,消费贷,10,2024-03-22,0
L000736,C000841,4600000,36,消费贷,0,2024-03-23,0
L000737,C000641,2580000,36,消费贷,10,2024-03-24,0
L000738,C000042,1270000,12,消费贷,0,2024-03-24,0
L000739,C000915,4850000,36,消费贷,3,2024-03-25,0
L000740,C000481,3910000,24,消费贷,0,2024-03-25,0
L000741,C000930,2820000,12,消费贷,0,2024-03-26,0
L000742,C000848,4740000,12,消费贷,0,2024-03-27,0
L000743,C000748,880000,24,消费贷,3,2024-03-27,0
L000744,C000872,2040000,48,经营贷,0,2024-03-28,0
L000745,C000439,160000,48,消费贷,0,2024-03-28,0
L000746,C000402,1510000,24,消费贷,0,2024-03-29,0
L000747,C000546,4240000,24,经营贷,0,2024-03-30,0
L000748,C000345,2540000,36,装修贷,0,2024-03-30,0
L000749,C000893,1880000,12,装修贷,60,2024-03-31,1
L000750,C000045,3290000,36,经营贷,0,2024-04-01,0
L000751,C000646,320000,24,消费贷,0,2024-04-01,0
L000752,C000021,2710000,36,经营贷,0,2024-04-02,0
L000753,C000634,4850000,24,经营贷,0,2024-04-02,0
L000754,C000070,3970000,36,消费贷,0,2024-04-03,0
L000755,C000864,50000,36,经营贷,0,2024-04-04,0
L000756,C000873,4590000,48,装修贷,0,2024-04-04,0
L000757,C000048,3300000,24,消费贷,0,2024-04-05,0
L000758,C000491,3080000,36,消费贷,3,2024-04-05,0
L000759,C000551,3330000,12,消费贷,0,2024-04-06,0
L000760,C000287,1690000,36,消费贷,60,2024-04-07,1
L000761,C000010,1810000,36,消费贷,0,2024-04-07,0
L000762,C000542,3660000,12,经营贷,0,2024-04-08,0
L000763,C000756,1780000,24,经营贷,0,2024-04-08,0
L000764,C000274,1430000,48,消费贷,0,2024-04-09,0
L000765,C000956,3620000,48,装修贷,90,2024-04-10,1
L000766,C000600,2480000,48,消费贷,30,2024-04-10,1
L000767,C000756,1270000,12,消费贷,0,2024-04-11,0
L000768,C000381,2630000,36,经营贷,0,2024-04-11,0
L000769,C000329,400000,24,经营贷,0,2024-04-12,0
L000770,C000479,4120000,36,经营贷,0,2024-04-13,0
L000771,C000015,4160000,48,装修贷,0,2024-04-13,0
L000772,C000516,3550000,36,经营贷,30,2024-04-14,1
L000773,C000191,2550000,12,装修贷,60,2024-04-15,1
L000774,C000168,1430000,12,消费贷,90,2024-04-15,1
L000775,C000521,2400000,24,经营贷,3,2024-04-16,0
L000776,C000621,2280000,24,装修贷,0,2024-04-16,0
L000777,C000137,3410000,48,经营贷,0,2024-04-17,0
L000778,C000154,1980000,24,消费贷,0,2024-04-18,0
L000779,C000388,650000,36,经营贷,0,2024-04-18,0
L000780,C000209,3880000,12,经营贷,0,2024-04-19,0
L000781,C000272,110000,12,消费贷,3,2024-04-19,0
L000782,C000143,1080000,12,装修贷,10,2024-04-20,0
L000783,C000611,260000,24,消费贷,30,2024-04-21,1
L000784,C000889,4450000,12,消费贷,10,2024-04-21,0
L000785,C000820,4210000,12,装修贷,90,2024-04-22,1
L000786,C000069,1510000,12,消费贷,0,2024-04-22,0
L000787,C000247,2210000,48,消费贷,3,2024-04-23,0
L000788,C000261,3410000,48,经营贷,0,2024-04-24,0
L000789,C000788,4960000,24,经营贷,0,2024-04-24,0
L000790,C000079,2370000,12,消费贷,90,2024-04-25,1
L000791,C000658,2370000,24,装修贷,30,2024-04-25,1
L000792,C000623,4970000,12,经营贷,0,2024-04-26,0
L000793,C000770,2190000,12,经营贷,0,2024-04-27,0
L000794,C000605,4870000,12,经营贷,0,2024-04-27,0
L000795,C000525,4240000,24,经营贷,0,2024-04-28,0
L000796,C000772,4610000,24,消费贷,30,2024-04-29,1
L000797,C000938,1510000,12,消费贷,0,2024-04-29,0
L000798,C000621,1230000,36,经营贷,0,2024-04-30,0
L000799,C000330,1440000,24,装修贷,0,2024-04-30,0
L000800,C000189,4780000,48,消费贷,0,2024-05-01,0
L000801,C000095,1890000,24,经营贷,0,2024-05-02,0
L000802,C000617,2550000,12,装修贷,30,2024-05-02,1
L000803,C000008,680000,36,消费贷,0,2024-05-03,0
L000804,C000067,1040000,12,消费贷,0,2024-05-03,0
L000805,C000496,3360000,48,消费贷,0,2024-05-04,0
L000806,C000191,1590000,24,经营贷,0,2024-05-05,0
L000807,C000366,3090000,24,消费贷,10,2024-05-05,0
L000808,C000768,3620000,12,消费贷,0,2024-05-06,0
L000809,C000521,4090000,12,经营贷,3,2024-05-06,0
L000810,C000990,3000000,48,经营贷,0,2024-05-07,0
L000811,C000117,3960000,36,消费贷,0,2024-05-08,0
L000812,C000267,900000,48,消费贷,0,2024-05-08,0
L000813,C000611,3570000,36,经营贷,0,2024-05-09,0
L000814,C000485,2560000,24,装修贷,10,2024-05-09,0
L000815,C000509,4960000,36,装修贷,0,2024-05-10,0
L000816,C000298,3530000,36,经营贷,0,2024-05-11,0
L000817,C000909,2200000,24,消费贷,0,2024-05-11,0
L000818,C000164,90000,24,消费贷,0,2024-05-12,0
L000819,C000376,120000,24,消费贷,30,2024-05-13,1
L000820,C000653,3250000,48,消费贷,0,2024-05-13,0
L000821,C000268,4380000,24,经营贷,0,2024-05-14,0
L000822,C000549,2440000,12,消费贷,60,2024-05-14,1
L000823,C000074,1820000,24,消费贷,0,2024-05-15,0
L000824,C000508,2840000,24,装修贷,0,2024-05-16,0
L000825,C000073,3120000,24,消费贷,0,2024-05-16,0
L000826,C000308,990000,36,消费贷,3,2024-05-17,0
L000827,C000199,1970000,48,消费贷,3,2024-05-17,0
L000828,C000130,4820000,24,经营贷,0,2024-05-18,0
L000829,C000758,3660000,48,经营贷,0,2024-05-19,0
L000830,C000824,2260000,12,消费贷,90,2024-05-19,1
L000831,C000572,3330000,12,经营贷,0,2024-05-20,0
L000832,C000791,1030000,24,经营贷,0,2024-05-20,0
L000833,C000615,1060000,12,装修贷,0,2024-05-21,0
L000834,C000808,3650000,48,装修贷,10,2024-05-22,0
L000835,C000832,3680000,36,装修贷,0,2024-05-22,0
L000836,C000487,580000,24,经营贷,0,2024-05-23,0
L000837,C000853,780000,12,消费贷,0,2024-05-23,0
L000838,C000151,750000,48,消费贷,0,2024-05-24,0
L000839,C000669,420000,48,消费贷,10,2024-05-25,0
L000840,C000206,4220000,12,经营贷,0,2024-05-25,0
L000841,C000986,3240000,48,装修贷,0,2024-05-26,0
L000842,C000179,1810000,48,经营贷,0,2024-05-27,0
L000843,C000197,330000,24,消费贷,0,2024-05-27,0
L000844,C000735,710000,48,经营贷,10,2024-05-28,0
L000845,C000089,560000,12,装修贷,0,2024-05-28,0
L000846,C000799,1050000,24,经营贷,3,2024-05-29,0
L000847,C000434,2000000,12,装修贷,0,2024-05-30,0
L000848,C000788,1010000,36,装修贷,0,2024-05-30,0
L000849,C000748,2560000,12,装修贷,0,2024-05-31,0
L000850,C000183,3070000,12,经营贷,0,2024-05-31,0
L000851,C000209,740000,24,经营贷,0,2024-06-01,0
L000852,C000493,1710000,48,消费贷,3,2024-06-02,0
L000853,C000130,3770000,12,消费贷,0,2024-06-02,0
L000854,C000665,1430000,24,经营贷,0,2024-06-03,0
L000855,C000013,1660000,36,消费贷,3,2024-06-03,0
L000856,C000634,3990000,24,装修贷,10,2024-06-04,0
L000857,C000871,2610000,24,消费贷,0,2024-06-05,0
L000858,C000732,2210000,48,装修贷,0,2024-06-05,0
L000859,C000106,830000,12,消费贷,0,2024-06-06,0
L000860,C000375,1820000,36,消费贷,3,2024-06-06,0
L000861,C000582,3070000,24,装修贷,10,2024-06-07,0
L000862,C000707,100000,12,消费贷,10,2024-06-08,0
L000863,C000698,3960000,12,消费贷,3,2024-06-08,0
L000864,C000099,40000,24,消费贷,0,2024-06-09,0
L000865,C000594,3510000,12,经营贷,10,2024-06-10,0
L000866,C000587,4020000,24,消费贷,0,2024-06-10,0
L000867,C000886,3360000,24,经营贷,0,2024-06-11,0
L000868,C000852,4880000,24,经营贷,0,2024-06-11,0
L000869,C000192,2920000,36,经营贷,60,2024-06-12,1
L000870,C000325,2810000,24,经营贷,30,2024-06-13,1
L000871,C000979,2150000,48,经营贷,0,2024-06-13,0
L000872,C000726,4600000,12,消费贷,3,2024-06-14,0
L000873,C000827,980000,36,装修贷,10,2024-06-14,0
L000874,C000956,4200000,12,消费贷,0,2024-06-15,0
L000875,C000467,1010000,36,经营贷,0,2024-06-16,0
L000876,C000894,4510000,48,消费贷,3,2024-06-16,0
L000877,C000367,90000,36,装修贷,0,2024-06-17,0
L000878,C000318,610000,36,消费贷,0,2024-06-17,0
L000879,C000144,3090000,36,消费贷,3,2024-06-18,0
L000880,C000384,1460000,12,经营贷,30,2024-06-19,1
L000881,C000216,4270000,24,经营贷,0,2024-06-19,0
L000882,C000361,4190000,12,消费贷,3,2024-06-20,0
L000883,C000324,630000,24,经营贷,0,2024-06-20,0
L000884,C000015,1210000,12,经营贷,0,2024-06-21,0
L000885,C000217,2260000,48,装修贷,0,2024-06-22,0
L000886,C000492,1050000,48,经营贷,0,2024-06-22,0
L000887,C000951,4620000,36,消费贷,10,2024-06-23,0
L000888,C000547,2600000,48,消费贷,0,2024-06-24,0
L000889,C000183,3490000,36,装修贷,0,2024-06-24,0
L000890,C000270,4250000,24,装修贷,0,2024-06-25,0
L000891,C000945,2550000,48,消费贷,30,2024-06-25,1
L000892,C000467,4290000,24,消费贷,0,2024-06-26,0
L000893,C000870,4340000,12,经营贷,0,2024-06-27,0
L000894,C000612,2070000,24,消费贷,0,2024-06-27,0
L000895,C000519,280000,12,消费贷,10,2024-06-28,0
L000896,C000542,1700000,24,消费贷,0,2024-06-28,0
L000897,C000467,3360000,24,消费贷,0,2024-06-29,0
L000898,C000305,760000,48,消费贷,0,2024-06-30,0
L000899,C000985,1160000,24,经营贷,3,2024-06-30,0
L000900,C000144,690000,48,消费贷,0,2024-07-01,0
L000901,C000111,3540000,48,消费贷,0,2024-07-01,0
L000902,C000232,2340000,36,消费贷,0,2024-07-02,0
L000903,C000691,10000,36,消费贷,0,2024-07-03,0
L000904,C000584,1670000,12,消费贷,3,2024-07-03,0
L000905,C000722,3520000,24,消费贷,0,2024-07-04,0
L000906,C000732,2180000,12,经营贷,30,2024-07-05,1
L000907,C000592,2730000,24,消费贷,60,2024-07-05,1
L000908,C000500,3680000,36,消费贷,0,2024-07-06,0
L000909,C000595,2510000,36,消费贷,3,2024-07-06,0
L000910,C000554,3470000,24,经营贷,3,2024-07-07,0
L000911,C000273,3440000,24,装修贷,30,2024-07-08,1
L000912,C000703,4190000,36,消费贷,0,2024-07-08,0
L000913,C000173,1740000,36,装修贷,0,2024-07-09,0
L000914,C000973,1700000,12,消费贷,0,2024-07-09,0
L000915,C000007,2460000,36,装修贷,10,2024-07-10,0
L000916,C000155,4230000,24,消费贷,0,2024-07-11,0
L000917,C000522,900000,12,经营贷,0,2024-07-11,0
L000918,C000546,490000,24,经营贷,0,2024-07-12,0
L000919,C000548,4460000,48,消费贷,0,2024-07-12,0
L000920,C000921,2940000,12,装修贷,0,2024-07-13,0
L000921,C000518,4070000,24,经营贷,0,2024-07-14,0
L000922,C000920,1500000,36,消费贷,0,2024-07-14,0
L000923,C000914,1320000,48,消费贷,30,2024-07-15,1
L000924,C000215,4330000,24,消费贷,0,2024-07-15,0
L000925,C000134,590000,12,装修贷,3,2024-07-16,0
L000926,C000285,4570000,24,经营贷,0,2024-07-17,0
L000927,C000126,3240000,48,消费贷,0,2024-07-17,0
L000928,C000921,1990000,12,经营贷,10,2024-07-18,0
L000929,C000439,2150000,48,装修贷,3,2024-07-19,0
L000930,C000849,3860000,24,经营贷,0,2024-07-19,0
L000931,C000686,490000,36,经营贷,60,2024-07-20,1
L000932,C000152,4720000,36,经营贷,30,2024-07-20,1
L000933,C000331,2320000,24,消费贷,60,2024-07-21,1
L000934,C000538,2470000,24,消费贷,0,2024-07-22,0
L000935,C000383,3820000,24,装修贷,0,2024-07-22,0
