loan_id,cust_id,loan_amount,loan_term,loan_type,overdue_days,issue_date,is_default,age,income,education,cust_level,register_years,age_group
L000270,C000292,3130000,24,经营贷,3,2023-06-13,0,47,72860,大专及以下,普通,2022,46-55岁
L000271,C000946,1300000,48,经营贷,60,2023-06-14,1,33,13740,大专及以下,普通,2025,26-35岁
L000272,C000756,3520000,12,消费贷,3,2023-06-14,0,62,57550,本科,普通,2024,56-65岁
L000273,C000635,3770000,48,消费贷,10,2023-06-15,0,66,14120,本科,普通,2020,66-75岁
L000274,C000811,3180000,36,消费贷,3,2023-06-16,0,30,2050,大专及以下,普通,2023,26-35岁
L000275,C000283,4720000,36,消费贷,0,2023-06-16,0,35,81580,大专及以下,钻石,2023,26-35岁
L000276,C000544,1370000,12,消费贷,10,2023-06-17,0,47,45350,大专及以下,金卡,2021,46-55岁
L000277,C000846,3240000,12,经营贷,0,2023-06-18,0,65,37380,大专及以下,钻石,2020,56-65岁
L000278,C000377,3370000,36,装修贷,30,2023-06-18,1,21,69090,大专及以下,普通,2025,18-25岁
L000279,C000658,2730000,24,消费贷,0,2023-06-19,0,45,38410,本科,普通,2025,36-45岁
L000280,C000156,1170000,12,消费贷,0,2023-06-19,0,32,13480,本科,普通,2023,26-35岁
L000281,C000508,3060000,36,消费贷,0,2023-06-20,0,42,94740,大专及以下,钻石,2024,36-45岁
L000282,C000413,3680000,36,消费贷,0,2023-06-21,0,67,77790,大专及以下,普通,2020,66-75岁
L000283,C000528,940000,24,消费贷,0,2023-06-21,0,22,6450,大专及以下,金卡,2025,18-25岁
L000284,C000355,1680000,24,装修贷,90,2023-06-22,1,68,13790,本科,普通,2024,66-75岁
L000285,C000559,4420000,24,经营贷,60,2023-06-22,1,21,81560,大专及以下,普通,2024,18-25岁
L000286,C000763,2030000,24,装修贷,0,2023-06-23,0,53,18630,本科,金卡,2024,46-55岁
L000287,C000187,3410000,48,装修贷,90,2023-06-24,1,23,64590,大专及以下,金卡,2025,18-25岁
L000288,C000031,1490000,24,消费贷,10,2023-06-24,0,61,63290,大专及以下,普通,2025,56-65岁
L000289,C000260,4020000,48,经营贷,0,2023-06-25,0,28,13050,研究生及以上,普通,2025,26-35岁
L000290,C000421,1830000,12,消费贷,0,2023-06-25,0,19,28110,大专及以下,普通,2020,18-25岁
L000291,C000529,4130000,36,消费贷,30,2023-06-26,1,64,44460,大专及以下,普通,2024,56-65岁
L000292,C000551,1520000,48,装修贷,0,2023-06-27,0,69,2450,大专及以下,金卡,2022,66-75岁
L000293,C000304,740000,12,消费贷,10,2023-06-27,0,29,81380,大专及以下,普通,2023,26-35岁
L000294,C000942,3650000,12,装修贷,10,2023-06-28,0,28,14900,大专及以下,金卡,2024,26-35岁
L000295,C000986,4010000,48,消费贷,10,2023-06-28,0,64,84200,大专及以下,普通,2023,56-65岁
L000296,C000944,2740000,12,装修贷,0,2023-06-29,0,64,20250,本科,普通,2021,56-65岁
L000297,C000039,420000,12,装修贷,0,2023-06-30,0,64,76610,本科,普通,2024,56-65岁
L000298,C000489,4960000,48,经营贷,0,2023-06-30,0,47,89200,本科,金卡,2023,46-55岁
L000299,C000644,2120000,12,经营贷,0,2023-07-01,0,37,4620,大专及以下,普通,2022,36-45岁
L000300,C000542,1010000,24,消费贷,0,2023-07-02,0,53,82900,大专及以下,普通,2020,46-55岁
L000301,C000670,450000,24,装修贷,0,2023-07-02,0,69,46430,本科,普通,2020,66-75岁
L000302,C000278,820000,36,装修贷,0,2023-07-03,0,69,68040,大专及以下,钻石,2020,66-75岁
L000303,C000203,170000,12,经营贷,10,2023-07-03,0,58,4450,大专及以下,普通,2021,56-65岁
L000304,C000066,730000,36,经营贷,0,2023-07-04,0,52,26900,研究生及以上,普通,2022,46-55岁
L000305,C000108,140000,24,经营贷,0,2023-07-05,0,24,86120,大专及以下,普通,2025,18-25岁
L000306,C000268,4330000,24,装修贷,0,2023-07-05,0,20,28130,大专及以下,普通,2025,18-25岁
L000307,C000222,1570000,24,经营贷,0,2023-07-06,0,66,72960,大专及以下,普通,2020,66-75岁
L000308,C000804,2230000,12,装修贷,0,2023-07-06,0,50,79330,大专及以下,金卡,2022,46-55岁
L000309,C000530,1320000,12,经营贷,3,2023-07-07,0,66,39100,大专及以下,钻石,2025,66-75岁
L000310,C000090,3380000,24,消费贷,0,2023-07-08,0,40,63330,大专及以下,普通,2021,36-45岁
L000311,C000693,4040000,36,消费贷,3,2023-07-08,0,27,24530,大专及以下,金卡,2020,26-35岁
L000312,C000255,3760000,36,消费贷,0,2023-07-09,0,22,65900,大专及以下,金卡,2020,18-25岁
L000313,C000455,3760000,48,消费贷,10,2023-07-09,0,40,99280,大专及以下,普通,2021,36-45岁
L000314,C000253,470000,24,消费贷,10,2023-07-10,0,55,87660,本科,普通,2024,46-55岁
L000315,C000257,1070000,36,经营贷,60,2023-07-11,1,51,68830,本科,普通,2020,46-55岁
L000316,C000383,1080000,24,消费贷,30,2023-07-11,1,47,83320,研究生及以上,金卡,2024,46-55岁
L000318,C000858,2050000,48,经营贷,10,2023-07-13,0,70,47440,本科,普通,2020,66-75岁
L000319,C000599,790000,48,装修贷,0,2023-07-13,0,46,47750,本科,普通,2022,46-55岁
L000320,C000090,1550000,24,经营贷,0,2023-07-14,0,40,63330,大专及以下,普通,2021,36-45岁
L000321,C000749,2710000,36,装修贷,0,2023-07-14,0,50,88820,本科,普通,2024,46-55岁
L000322,C000390,4760000,12,经营贷,0,2023-07-15,0,54,21740,大专及以下,普通,2021,46-55岁
L000323,C000582,4850000,48,消费贷,0,2023-07-16,0,57,39450,大专及以下,钻石,2025,56-65岁
L000324,C000044,2470000,24,经营贷,0,2023-07-16,0,54,43060,本科,普通,2025,46-55岁
L000325,C000712,190000,24,经营贷,10,2023-07-17,0,65,1380,大专及以下,普通,2021,56-65岁
L000326,C000664,3460000,36,消费贷,60,2023-07-17,1,33,3940,本科,普通,2020,26-35岁
L000327,C000598,4360000,24,消费贷,0,2023-07-18,0,25,9920,研究生及以上,普通,2025,18-25岁
L000328,C000019,260000,48,经营贷,0,2023-07-19,0,39,34450,大专及以下,普通,2025,36-45岁
L000329,C000101,2170000,24,消费贷,60,2023-07-19,1,62,61380,本科,普通,2024,56-65岁
L000330,C000914,1540000,24,经营贷,0,2023-07-20,0,51,71620,本科,普通,2020,46-55岁
L000331,C000607,1540000,12,消费贷,3,2023-07-20,0,21,51160,本科,普通,2020,18-25岁
L000332,C000766,1740000,12,经营贷,0,2023-07-21,0,37,93080,大专及以下,普通,2022,36-45岁
L000333,C000357,920000,48,经营贷,0,2023-07-22,0,39,60860,大专及以下,普通,2021,36-45岁
L000334,C000542,4330000,36,消费贷,0,2023-07-22,0,53,82900,大专及以下,普通,2020,46-55岁
L000335,C000761,3380000,12,消费贷,30,2023-07-23,1,28,33240,本科,普通,2023,26-35岁
L000336,C000938,4800000,36,经营贷,0,2023-07-23,0,30,36680,大专及以下,普通,2023,26-35岁
L000337,C000033,1810000,48,装修贷,0,2023-07-24,0,66,2250,大专及以下,普通,2023,66-75岁
L000338,C000970,1310000,12,装修贷,0,2023-07-25,0,38,95000,研究生及以上,普通,2024,36-45岁
L000339,C000229,4500000,36,消费贷,0,2023-07-25,0,66,17450,大专及以下,普通,2023,66-75岁
L000340,C000524,4810000,12,经营贷,60,2023-07-26,1,39,94230,本科,钻石,2024,36-45岁
L000341,C000630,2980000,48,消费贷,3,2023-07-27,0,41,22620,大专及以下,普通,2024,36-45岁
L000342,C000862,2750000,48,消费贷,0,2023-07-27,0,36,90460,大专及以下,普通,2023,36-45岁
L000343,C000155,2730000,12,消费贷,0,2023-07-28,0,26,22920,本科,金卡,2020,26-35岁
L000344,C000423,4920000,36,经营贷,0,2023-07-28,0,34,63120,大专及以下,普通,2020,26-35岁
L000345,C000905,4170000,24,消费贷,3,2023-07-29,0,51,84210,大专及以下,金卡,2025,46-55岁
L000346,C000246,760000,24,消费贷,3,2023-07-30,0,43,80700,大专及以下,钻石,2021,36-45岁
L000347,C000405,1770000,12,经营贷,0,2023-07-30,0,35,14860,本科,金卡,2024,26-35岁
L000349,C000759,3190000,24,消费贷,0,2023-07-31,0,33,78250,本科,普通,2021,26-35岁
L000350,C000541,1310000,48,消费贷,60,2023-08-01,1,56,10200,研究生及以上,普通,2021,56-65岁
L000351,C000161,3630000,36,消费贷,30,2023-08-02,1,68,20700,研究生及以上,普通,2024,66-75岁
L000352,C000747,490000,24,消费贷,3,2023-08-02,0,66,34800,大专及以下,普通,2023,66-75岁
L000353,C000702,550000,36,经营贷,3,2023-08-03,0,26,25280,大专及以下,普通,2024,26-35岁
L000354,C000117,1540000,12,消费贷,0,2023-08-03,0,34,3350,本科,普通,2024,26-35岁
L000355,C000271,3550000,36,经营贷,10,2023-08-04,0,36,50440,大专及以下,普通,2022,36-45岁
L000356,C000770,2000000,24,装修贷,0,2023-08-05,0,66,2160,大专及以下,金卡,2022,66-75岁
L000357,C000692,3080000,12,消费贷,0,2023-08-05,0,26,64530,大专及以下,普通,2020,26-35岁
L000358,C000487,3560000,36,装修贷,0,2023-08-06,0,67,4900,本科,普通,2024,66-75岁
L000359,C000885,3730000,48,消费贷,10,2023-08-06,0,67,48320,本科,金卡,2021,66-75岁
L000360,C000172,1180000,24,消费贷,0,2023-08-07,0,62,95460,大专及以下,普通,2022,56-65岁
L000361,C000950,2630000,12,消费贷,0,2023-08-08,0,25,10680,本科,金卡,2021,18-25岁
L000362,C000274,460000,36,消费贷,0,2023-08-08,0,36,43430,本科,普通,2024,36-45岁
L000363,C000259,3020000,48,消费贷,0,2023-08-09,0,39,50710,大专及以下,普通,2021,36-45岁
L000364,C000135,3560000,24,消费贷,0,2023-08-10,0,41,96060,本科,金卡,2023,36-45岁
L000365,C000683,4000000,48,经营贷,10,2023-08-10,0,22,13650,大专及以下,普通,2024,18-25岁
L000366,C000722,4080000,36,装修贷,10,2023-08-11,0,53,38780,本科,金卡,2021,46-55岁
L000367,C000748,1890000,36,经营贷,0,2023-08-11,0,42,88110,大专及以下,金卡,2024,36-45岁
L000368,C000422,3100000,12,消费贷,10,2023-08-12,0,43,49530,大专及以下,普通,2023,36-45岁
L000369,C000421,3180000,48,经营贷,3,2023-08-13,0,19,28110,大专及以下,普通,2020,18-25岁
L000370,C000186,1290000,12,经营贷,0,2023-08-13,0,70,64710,本科,普通,2025,66-75岁
L000371,C000929,490000,24,装修贷,3,2023-08-14,0,27,6750,大专及以下,普通,2023,26-35岁
L000372,C000364,250000,12,装修贷,60,2023-08-14,1,25,49310,大专及以下,普通,2021,18-25岁
L000373,C000955,2660000,24,装修贷,0,2023-08-15,0,20,11580,本科,普通,2023,18-25岁
L000374,C000607,1180000,36,消费贷,0,2023-08-16,0,21,51160,本科,普通,2020,18-25岁
L000375,C000378,4640000,36,经营贷,60,2023-08-16,1,52,87330,本科,普通,2023,46-55岁
L000376,C000523,1440000,48,消费贷,0,2023-08-17,0,54,87840,本科,金卡,2025,46-55岁
L000378,C000891,2000000,36,消费贷,0,2023-08-18,0,47,69950,本科,普通,2023,46-55岁
L000379,C000722,1570000,48,消费贷,0,2023-08-19,0,53,38780,本科,金卡,2021,46-55岁
L000380,C000196,4870000,48,消费贷,10,2023-08-19,0,42,27740,大专及以下,普通,2024,36-45岁
L000381,C000881,3480000,12,经营贷,0,2023-08-20,0,56,57310,大专及以下,金卡,2020,56-65岁
L000382,C000098,1340000,48,消费贷,0,2023-08-20,0,41,91930,本科,金卡,2024,36-45岁
L000383,C000605,4000000,36,消费贷,0,2023-08-21,0,58,92790,大专及以下,普通,2021,56-65岁
L000384,C000984,1480000,12,装修贷,0,2023-08-22,0,26,72750,大专及以下,金卡,2024,26-35岁
L000385,C000022,3360000,24,装修贷,0,2023-08-22,0,41,69820,本科,金卡,2023,36-45岁
L000386,C000450,710000,24,消费贷,0,2023-08-23,0,32,36490,大专及以下,普通,2024,26-35岁
L000387,C000172,2330000,36,消费贷,10,2023-08-24,0,62,95460,大专及以下,普通,2022,56-65岁
L000388,C000383,3340000,36,装修贷,0,2023-08-24,0,47,83320,研究生及以上,金卡,2024,46-55岁
L000389,C000134,2990000,12,装修贷,0,2023-08-25,0,40,70410,本科,金卡,2023,36-45岁
L000390,C000426,1540000,12,经营贷,0,2023-08-25,0,26,78150,本科,金卡,2024,26-35岁
L000391,C000025,900000,36,经营贷,0,2023-08-26,0,55,82520,本科,普通,2022,46-55岁
L000393,C000185,1990000,24,装修贷,0,2023-08-27,0,62,74260,大专及以下,普通,2021,56-65岁
L000394,C000085,1610000,24,经营贷,10,2023-08-28,0,48,90150,本科,普通,2025,46-55岁
L000395,C000567,260000,24,经营贷,0,2023-08-28,0,44,75860,研究生及以上,普通,2022,36-45岁
L000396,C000763,1210000,36,消费贷,3,2023-08-29,0,53,18630,本科,金卡,2024,46-55岁
L000397,C000144,3010000,48,装修贷,0,2023-08-30,0,52,22360,本科,普通,2020,46-55岁
L000398,C000863,2120000,36,经营贷,60,2023-08-30,1,34,63360,大专及以下,金卡,2024,26-35岁
L000399,C000910,630000,36,消费贷,0,2023-08-31,0,47,95440,大专及以下,普通,2022,46-55岁
L000400,C000679,4510000,24,经营贷,3,2023-08-31,0,59,51840,本科,普通,2025,56-65岁
L000401,C000412,4360000,36,经营贷,0,2023-09-01,0,41,55150,大专及以下,金卡,2023,36-45岁
L000402,C000224,680000,12,经营贷,0,2023-09-02,0,69,38970,本科,普通,2025,66-75岁
L000403,C000220,2530000,36,经营贷,0,2023-09-02,0,58,52090,大专及以下,普通,2025,56-65岁
L000404,C000179,4100000,36,经营贷,30,2023-09-03,1,24,54730,研究生及以上,金卡,2024,18-25岁
L000405,C000631,4590000,36,装修贷,0,2023-09-03,0,40,28450,大专及以下,普通,2025,36-45岁
L000406,C000433,20000,36,消费贷,0,2023-09-04,0,52,2530,本科,金卡,2021,46-55岁
L000407,C000265,3980000,48,消费贷,3,2023-09-05,0,23,64200,大专及以下,金卡,2021,18-25岁
L000408,C000954,1080000,36,消费贷,0,2023-09-05,0,42,63620,大专及以下,普通,2025,36-45岁
L000409,C000429,2860000,12,经营贷,3,2023-09-06,0,56,72010,大专及以下,普通,2020,56-65岁
L000410,C000662,490000,12,经营贷,0,2023-09-07,0,36,88800,本科,普通,2021,36-45岁
L000411,C000416,1400000,36,装修贷,3,2023-09-07,0,39,84780,大专及以下,金卡,2021,36-45岁
L000412,C000453,2180000,24,经营贷,0,2023-09-08,0,19,67670,大专及以下,普通,2025,18-25岁
L000413,C000727,440000,48,经营贷,0,2023-09-08,0,56,42790,大专及以下,普通,2021,56-65岁
L000414,C000197,4170000,36,装修贷,0,2023-09-09,0,56,69980,大专及以下,普通,2025,56-65岁
L000415,C000554,2690000,36,消费贷,10,2023-09-10,0,36,87230,大专及以下,普通,2023,36-45岁
L000416,C000053,780000,36,装修贷,0,2023-09-10,0,31,9760,本科,金卡,2025,26-35岁
L000417,C000480,2160000,24,消费贷,0,2023-09-11,0,47,83380,本科,普通,2023,46-55岁
L000418,C000443,3820000,24,经营贷,60,2023-09-11,1,25,17390,大专及以下,普通,2025,18-25岁
L000419,C000330,980000,24,经营贷,0,2023-09-12,0,52,84560,本科,普通,2022,46-55岁
L000420,C000251,2360000,48,经营贷,10,2023-09-13,0,28,86770,本科,普通,2021,26-35岁
L000421,C000807,2820000,12,消费贷,90,2023-09-13,1,30,71140,本科,普通,2023,26-35岁
L000422,C000890,1490000,48,消费贷,30,2023-09-14,1,47,36910,本科,金卡,2025,46-55岁
L000423,C000783,4120000,24,经营贷,10,2023-09-14,0,33,90200,大专及以下,普通,2025,26-35岁
L000424,C000967,3040000,12,装修贷,0,2023-09-15,0,45,54700,本科,金卡,2021,36-45岁
L000425,C000925,4840000,12,消费贷,0,2023-09-16,0,46,63760,本科,普通,2023,46-55岁
L000426,C000123,4240000,24,装修贷,3,2023-09-16,0,59,82620,本科,普通,2025,56-65岁
L000427,C000879,660000,24,消费贷,0,2023-09-17,0,48,66630,大专及以下,金卡,2021,46-55岁
L000428,C000387,2340000,48,经营贷,0,2023-09-17,0,23,17220,大专及以下,金卡,2021,18-25岁
L000429,C000339,4570000,24,经营贷,3,2023-09-18,0,58,43420,大专及以下,普通,2025,56-65岁
L000430,C000778,870000,12,经营贷,0,2023-09-19,0,40,14890,本科,普通,2023,36-45岁
L000431,C000348,790000,36,装修贷,30,2023-09-19,1,25,36940,大专及以下,钻石,2023,18-25岁
L000432,C000029,2050000,24,经营贷,10,2023-09-20,0,29,20760,大专及以下,普通,2023,26-35岁
L000433,C000975,2790000,24,经营贷,10,2023-09-21,0,29,33490,本科,普通,2024,26-35岁
L000434,C000035,3370000,48,消费贷,3,2023-09-21,0,59,63880,大专及以下,普通,2025,56-65岁
L000435,C000518,2540000,48,消费贷,30,2023-09-22,1,20,77940,大专及以下,金卡,2021,18-25岁
L000436,C000396,3040000,24,消费贷,10,2023-09-22,0,48,87460,本科,普通,2022,46-55岁
L000437,C000623,3800000,12,经营贷,0,2023-09-23,0,52,90870,研究生及以上,普通,2025,46-55岁
L000438,C000294,1300000,12,消费贷,0,2023-09-24,0,52,8680,大专及以下,普通,2021,46-55岁
L000439,C000589,840000,36,消费贷,30,2023-09-24,1,48,98880,本科,金卡,2023,46-55岁
L000440,C000349,2760000,24,消费贷,10,2023-09-25,0,24,49410,大专及以下,普通,2025,18-25岁
L000441,C000147,1870000,48,消费贷,0,2023-09-25,0,31,79040,大专及以下,金卡,2020,26-35岁
L000442,C000067,460000,12,消费贷,0,2023-09-26,0,31,11630,大专及以下,普通,2023,26-35岁
L000443,C000904,3870000,36,装修贷,0,2023-09-27,0,55,32550,大专及以下,普通,2024,46-55岁
L000444,C000520,1830000,24,经营贷,0,2023-09-27,0,43,55680,研究生及以上,普通,2020,36-45岁
L000445,C000122,2680000,12,经营贷,30,2023-09-28,1,22,27350,本科,普通,2025,18-25岁
L000446,C000340,2960000,24,经营贷,60,2023-09-28,1,53,37950,大专及以下,普通,2022,46-55岁
L000447,C000175,3220000,24,消费贷,0,2023-09-29,0,46,23040,本科,普通,2024,46-55岁
L000448,C000900,1000000,12,装修贷,0,2023-09-30,0,19,17460,大专及以下,普通,2025,18-25岁
L000449,C000691,780000,12,消费贷,0,2023-09-30,0,29,46690,大专及以下,金卡,2025,26-35岁
L000450,C000597,2720000,12,消费贷,3,2023-10-01,0,43,73870,大专及以下,普通,2022,36-45岁
L000451,C000451,3390000,24,经营贷,0,2023-10-01,0,45,42970,研究生及以上,钻石,2023,36-45岁
L000452,C000557,1620000,24,消费贷,0,2023-10-02,0,22,27320,研究生及以上,普通,2025,18-25岁
L000453,C000136,440000,36,经营贷,0,2023-10-03,0,54,49200,研究生及以上,金卡,2025,46-55岁
L000454,C000855,2380000,48,消费贷,0,2023-10-03,0,70,37650,大专及以下,金卡,2021,66-75岁
L000455,C000016,1340000,24,经营贷,0,2023-10-04,0,57,59700,本科,钻石,2021,56-65岁
L000456,C000333,4610000,48,消费贷,0,2023-10-05,0,35,9220,大专及以下,钻石,2022,26-35岁
L000457,C000195,1920000,12,消费贷,0,2023-10-05,0,45,1940,大专及以下,普通,2023,36-45岁
L000458,C000496,3560000,24,经营贷,0,2023-10-06,0,43,68370,大专及以下,普通,2023,36-45岁
L000459,C000009,2780000,36,消费贷,0,2023-10-06,0,36,47210,研究生及以上,普通,2022,36-45岁
L000460,C000828,180000,36,消费贷,30,2023-10-07,1,35,34890,大专及以下,金卡,2021,26-35岁
L000461,C000334,120000,48,消费贷,10,2023-10-08,0,63,10430,大专及以下,钻石,2021,56-65岁
L000462,C000333,1800000,12,经营贷,30,2023-10-08,1,35,9220,大专及以下,钻石,2022,26-35岁
L000463,C000327,1230000,48,经营贷,30,2023-10-09,1,52,26380,大专及以下,钻石,2020,46-55岁
L000464,C000015,2460000,12,消费贷,0,2023-10-09,0,53,66060,大专及以下,普通,2025,46-55岁
L000465,C000839,2220000,36,装修贷,0,2023-10-10,0,30,73940,大专及以下,钻石,2021,26-35岁
L000466,C000614,3730000,48,装修贷,0,2023-10-11,0,42,73910,大专及以下,普通,2024,36-45岁
L000467,C000226,510000,36,经营贷,30,2023-10-11,1,56,58320,研究生及以上,金卡,2021,56-65岁
L000468,C000425,4880000,36,经营贷,60,2023-10-12,1,50,55080,本科,普通,2025,46-55岁
L000469,C000790,710000,12,消费贷,0,2023-10-12,0,25,98680,大专及以下,普通,2022,18-25岁
L000470,C000408,4800000,48,经营贷,0,2023-10-13,0,48,55900,大专及以下,普通,2021,46-55岁
L000471,C000113,480000,48,消费贷,0,2023-10-14,0,25,35900,本科,金卡,2023,18-25岁
L000472,C000997,190000,36,消费贷,3,2023-10-14,0,66,38190,大专及以下,普通,2025,66-75岁
L000473,C000428,2620000,36,装修贷,0,2023-10-15,0,65,18620,本科,普通,2024,56-65岁
L000474,C000001,840000,12,经营贷,0,2023-10-15,0,56,4020,本科,普通,2024,56-65岁
L000475,C000266,1550000,24,消费贷,0,2023-10-16,0,33,44800,大专及以下,金卡,2024,26-35岁
L000476,C000491,530000,24,消费贷,0,2023-10-17,0,34,43320,大专及以下,普通,2025,26-35岁
L000477,C000208,1070000,36,经营贷,3,2023-10-17,0,44,78900,大专及以下,普通,2020,36-45岁
L000478,C000622,3570000,24,消费贷,0,2023-10-18,0,66,31200,大专及以下,普通,2024,66-75岁
L000479,C000712,3040000,24,消费贷,30,2023-10-19,1,65,1380,大专及以下,普通,2021,56-65岁
L000480,C000952,1350000,24,消费贷,0,2023-10-19,0,57,93350,大专及以下,钻石,2023,56-65岁
L000481,C000369,4430000,24,消费贷,10,2023-10-20,0,47,41330,本科,普通,2023,46-55岁
L000482,C000985,690000,36,经营贷,10,2023-10-20,0,43,96560,大专及以下,普通,2025,36-45岁
L000483,C000306,110000,24,消费贷,0,2023-10-21,0,54,15810,本科,普通,2022,46-55岁
L000484,C000012,1430000,24,经营贷,0,2023-10-22,0,28,17460,大专及以下,普通,2020,26-35岁
L000485,C000345,1920000,12,消费贷,3,2023-10-22,0,38,88050,研究生及以上,金卡,2024,36-45岁
L000486,C000465,3870000,36,经营贷,0,2023-10-23,0,32,85070,本科,普通,2024,26-35岁
L000487,C000700,3780000,48,装修贷,10,2023-10-23,0,57,54460,大专及以下,普通,2022,56-65岁
L000488,C000666,690000,48,经营贷,3,2023-10-24,0,22,99820,大专及以下,普通,2023,18-25岁
L000489,C000494,230000,12,装修贷,10,2023-10-25,0,43,91180,大专及以下,金卡,2024,36-45岁
L000490,C000368,1810000,12,装修贷,0,2023-10-25,0,38,26990,本科,普通,2022,36-45岁
L000491,C000846,2930000,36,消费贷,0,2023-10-26,0,65,37380,大专及以下,钻石,2020,56-65岁
L000492,C000937,90000,48,经营贷,0,2023-10-26,0,19,62160,大专及以下,金卡,2024,18-25岁
L000493,C000420,2710000,24,装修贷,0,2023-10-27,0,59,68660,大专及以下,普通,2024,56-65岁
L000494,C000889,3870000,12,消费贷,3,2023-10-28,0,22,80040,研究生及以上,普通,2023,18-25岁
L000495,C000791,930000,48,消费贷,10,2023-10-28,0,45,68310,大专及以下,普通,2021,36-45岁
L000496,C000171,4540000,36,装修贷,0,2023-10-29,0,56,87690,大专及以下,普通,2023,56-65岁
L000497,C000134,170000,24,经营贷,3,2023-10-29,0,40,70410,本科,金卡,2023,36-45岁
L000498,C000965,1540000,36,消费贷,0,2023-10-30,0,22,23890,大专及以下,金卡,2023,18-25岁
L000499,C000427,4050000,12,消费贷,0,2023-10-31,0,60,90420,本科,普通,2025,56-65岁
L000500,C000025,3280000,48,经营贷,60,2023-10-31,1,55,82520,本科,普通,2022,46-55岁
L000501,C000530,1490000,48,经营贷,90,2023-11-01,1,66,39100,大专及以下,钻石,2025,66-75岁
L000502,C000190,3770000,48,经营贷,0,2023-11-02,0,61,38190,本科,普通,2020,56-65岁
L000503,C000141,2670000,48,经营贷,30,2023-11-02,1,44,43270,大专及以下,普通,2021,36-45岁
L000504,C000555,4220000,24,经营贷,0,2023-11-03,0,49,89960,大专及以下,普通,2020,46-55岁
L000505,C000846,3280000,24,经营贷,0,2023-11-03,0,65,37380,大专及以下,钻石,2020,56-65岁
L000506,C000796,1060000,36,经营贷,0,2023-11-04,0,45,90050,研究生及以上,普通,2024,36-45岁
L000507,C000658,4720000,24,经营贷,30,2023-11-05,1,45,38410,本科,普通,2025,36-45岁
L000508,C000315,3810000,12,经营贷,0,2023-11-05,0,37,73210,大专及以下,普通,2024,36-45岁
L000509,C000444,350000,12,消费贷,0,2023-11-06,0,63,62850,本科,普通,2020,56-65岁
L000510,C000319,1190000,48,消费贷,0,2023-11-06,0,69,73180,本科,普通,2025,66-75岁
L000511,C000441,140000,12,装修贷,3,2023-11-07,0,37,1600,本科,普通,2021,36-45岁
L000512,C000092,140000,36,消费贷,0,2023-11-08,0,38,19280,大专及以下,普通,2022,36-45岁
L000513,C000179,2660000,24,消费贷,0,2023-11-08,0,24,54730,研究生及以上,金卡,2024,18-25岁
L000514,C000056,1400000,24,消费贷,0,2023-11-09,0,43,15600,本科,金卡,2023,36-45岁
L000515,C000155,2940000,24,装修贷,0,2023-11-09,0,26,22920,本科,金卡,2020,26-35岁
L000516,C000672,3640000,12,消费贷,3,2023-11-10,0,53,55450,大专及以下,普通,2020,46-55岁
L000518,C000137,2380000,48,消费贷,3,2023-11-11,0,52,29980,大专及以下,普通,2020,46-55岁
L000519,C000232,340000,48,经营贷,0,2023-11-12,0,34,29720,大专及以下,普通,2021,26-35岁
L000520,C000992,1690000,48,消费贷,30,2023-11-12,1,34,12980,大专及以下,金卡,2024,26-35岁
L000521,C000468,100000,12,消费贷,0,2023-11-13,0,50,28080,大专及以下,普通,2024,46-55岁
L000522,C000732,1220000,24,消费贷,0,2023-11-14,0,56,36980,本科,普通,2025,56-65岁
L000523,C000481,4010000,12,装修贷,0,2023-11-14,0,64,49730,大专及以下,金卡,2023,56-65岁
L000524,C000068,1450000,24,消费贷,10,2023-11-15,0,34,44240,大专及以下,普通,2024,26-35岁
L000525,C000814,4510000,36,消费贷,30,2023-11-16,1,23,19950,大专及以下,普通,2024,18-25岁
L000526,C000249,4460000,36,经营贷,0,2023-11-16,0,49,17250,大专及以下,金卡,2025,46-55岁
L000527,C000994,2230000,12,装修贷,3,2023-11-17,0,53,61890,大专及以下,普通,2022,46-55岁
L000528,C000323,3710000,48,经营贷,0,2023-11-17,0,53,80700,大专及以下,普通,2024,46-55岁
L000529,C000922,2570000,12,装修贷,0,2023-11-18,0,68,59970,本科,普通,2020,66-75岁
L000530,C000904,2680000,48,装修贷,0,2023-11-19,0,55,32550,大专及以下,普通,2024,46-55岁
L000531,C000518,3590000,24,消费贷,0,2023-11-19,0,20,77940,大专及以下,金卡,2021,18-25岁
L000532,C000976,40000,48,经营贷,3,2023-11-20,0,43,92100,本科,钻石,2022,36-45岁
L000533,C000792,4260000,48,消费贷,0,2023-11-20,0,53,32170,本科,普通,2024,46-55岁
L000534,C000432,3970000,24,经营贷,0,2023-11-21,0,43,5810,大专及以下,普通,2024,36-45岁
L000535,C000487,3540000,36,消费贷,0,2023-11-22,0,67,4900,本科,普通,2024,66-75岁
L000536,C000606,1060000,24,消费贷,0,2023-11-22,0,24,13180,大专及以下,普通,2024,18-25岁
L000537,C000429,850000,12,装修贷,0,2023-11-23,0,56,72010,大专及以下,普通,2020,56-65岁
L000538,C000269,2140000,12,消费贷,0,2023-11-23,0,37,56880,本科,普通,2021,36-45岁
L000539,C000709,1210000,12,装修贷,0,2023-11-24,0,55,88070,大专及以下,普通,2023,46-55岁
L000540,C000537,1320000,12,消费贷,0,2023-11-25,0,43,18710,本科,普通,2023,36-45岁
L000541,C000148,3380000,12,消费贷,0,2023-11-25,0,20,66650,大专及以下,普通,2021,18-25岁
